,State,AgeGroup,DescriptionPartial,Gender,FurLength,MaturitySize,Adoption
11909,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
11910,41327.0,2.0,2.0,2.0,1.0,2.0,0.0
11911,41330.0,0.0,3.0,2.0,1.0,2.0,1.0
11912,41401.0,2.0,1.0,2.0,1.0,2.0,1.0
11913,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
11914,41401.0,2.0,1.0,1.0,1.0,3.0,0.0
11915,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
11916,41326.0,0.0,1.0,3.0,1.0,1.0,0.0
11917,41401.0,0.0,3.0,1.0,1.0,2.0,1.0
11918,41326.0,0.0,2.0,2.0,3.0,2.0,1.0
11919,41326.0,0.0,3.0,3.0,1.0,2.0,1.0
11920,41326.0,0.0,1.0,3.0,1.0,1.0,1.0
11921,41326.0,1.0,3.0,3.0,1.0,2.0,1.0
11922,41401.0,0.0,3.0,2.0,2.0,2.0,1.0
11923,41401.0,2.0,1.0,1.0,2.0,1.0,0.0
11924,41325.0,1.0,3.0,2.0,2.0,2.0,0.0
11925,41332.0,0.0,1.0,3.0,1.0,1.0,0.0
11926,41326.0,3.0,3.0,1.0,3.0,2.0,1.0
11927,41324.0,2.0,1.0,1.0,1.0,2.0,0.0
11928,41327.0,2.0,2.0,3.0,1.0,2.0,1.0
11929,41326.0,0.0,2.0,3.0,1.0,2.0,0.0
11930,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
11931,41401.0,0.0,2.0,3.0,2.0,2.0,1.0
11932,41401.0,3.0,3.0,1.0,1.0,2.0,0.0
11933,41401.0,2.0,3.0,2.0,2.0,1.0,0.0
11934,41326.0,3.0,2.0,1.0,2.0,2.0,0.0
11935,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
11936,41326.0,2.0,1.0,2.0,1.0,2.0,1.0
11937,41326.0,1.0,3.0,2.0,2.0,2.0,1.0
11938,41401.0,0.0,2.0,2.0,1.0,1.0,1.0
11939,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
11940,41326.0,3.0,3.0,1.0,1.0,2.0,0.0
11941,41326.0,0.0,3.0,3.0,1.0,2.0,1.0
11942,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
11943,41326.0,2.0,2.0,2.0,2.0,3.0,0.0
11944,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
11945,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
11946,41326.0,1.0,2.0,1.0,1.0,1.0,1.0
11947,41326.0,0.0,3.0,3.0,1.0,2.0,1.0
11948,41326.0,3.0,3.0,2.0,2.0,2.0,1.0
11949,41336.0,0.0,2.0,1.0,1.0,2.0,1.0
11950,41326.0,0.0,1.0,1.0,2.0,3.0,1.0
11951,41326.0,2.0,1.0,2.0,2.0,2.0,0.0
11952,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
11953,41401.0,0.0,2.0,3.0,1.0,1.0,1.0
11954,41326.0,0.0,2.0,3.0,2.0,2.0,1.0
11955,41336.0,2.0,1.0,2.0,1.0,2.0,0.0
11956,41326.0,0.0,1.0,1.0,1.0,1.0,1.0
11957,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
11958,41332.0,1.0,1.0,1.0,1.0,1.0,1.0
11959,41326.0,0.0,2.0,2.0,1.0,1.0,0.0
11960,41326.0,2.0,3.0,1.0,1.0,2.0,0.0
11961,41326.0,3.0,3.0,2.0,1.0,1.0,1.0
11962,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
11963,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
11964,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
11965,41326.0,2.0,2.0,1.0,1.0,1.0,1.0
11966,41401.0,0.0,3.0,2.0,2.0,1.0,1.0
11967,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
11968,41401.0,3.0,2.0,2.0,2.0,1.0,0.0
11969,41326.0,3.0,3.0,2.0,2.0,3.0,1.0
11970,41330.0,3.0,3.0,2.0,1.0,2.0,0.0
11971,41401.0,0.0,1.0,2.0,2.0,2.0,1.0
11972,41327.0,1.0,2.0,1.0,1.0,2.0,0.0
11973,41327.0,3.0,2.0,1.0,3.0,1.0,1.0
11974,41401.0,2.0,2.0,1.0,2.0,2.0,0.0
11975,41325.0,1.0,2.0,2.0,1.0,3.0,0.0
11976,41401.0,2.0,1.0,2.0,1.0,3.0,1.0
11977,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
11978,41326.0,3.0,2.0,1.0,2.0,2.0,0.0
11979,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
11980,41326.0,2.0,3.0,2.0,1.0,2.0,0.0
11981,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
11982,41326.0,2.0,2.0,2.0,1.0,1.0,0.0
11983,41326.0,1.0,2.0,2.0,2.0,3.0,1.0
11984,41401.0,2.0,1.0,2.0,2.0,2.0,1.0
11985,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
11986,41401.0,0.0,2.0,2.0,2.0,2.0,1.0
11987,41401.0,0.0,1.0,3.0,1.0,2.0,0.0
11988,41326.0,1.0,3.0,2.0,1.0,2.0,0.0
11989,41326.0,3.0,3.0,1.0,1.0,2.0,1.0
11990,41330.0,3.0,2.0,2.0,3.0,1.0,1.0
11991,41326.0,3.0,2.0,2.0,1.0,2.0,0.0
11992,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
11993,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
11994,41326.0,0.0,2.0,3.0,1.0,1.0,1.0
11995,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
11996,41327.0,0.0,2.0,2.0,1.0,2.0,0.0
11997,41326.0,3.0,2.0,2.0,2.0,3.0,1.0
11998,41401.0,0.0,2.0,2.0,1.0,3.0,0.0
11999,41401.0,1.0,1.0,1.0,1.0,2.0,1.0
12000,41336.0,0.0,2.0,2.0,2.0,2.0,1.0
12001,41326.0,3.0,3.0,1.0,1.0,2.0,1.0
12002,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
12003,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
12004,41361.0,2.0,2.0,2.0,1.0,2.0,1.0
12005,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12006,41326.0,0.0,1.0,3.0,1.0,1.0,1.0
12007,41327.0,0.0,1.0,1.0,1.0,2.0,0.0
12008,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
12009,41326.0,1.0,1.0,1.0,2.0,2.0,1.0
12010,41326.0,1.0,1.0,2.0,2.0,2.0,1.0
12011,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
12012,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
12013,41326.0,0.0,1.0,1.0,2.0,2.0,0.0
12014,41401.0,3.0,3.0,1.0,1.0,2.0,0.0
12015,41401.0,3.0,2.0,2.0,1.0,2.0,0.0
12016,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
12017,41326.0,2.0,2.0,1.0,1.0,1.0,1.0
12018,41401.0,2.0,3.0,2.0,1.0,1.0,1.0
12019,41326.0,1.0,3.0,3.0,1.0,2.0,0.0
12020,41326.0,2.0,2.0,2.0,1.0,3.0,1.0
12021,41401.0,3.0,2.0,2.0,2.0,2.0,1.0
12022,41326.0,2.0,3.0,2.0,2.0,2.0,1.0
12023,41326.0,1.0,3.0,1.0,1.0,2.0,1.0
12024,41332.0,0.0,2.0,2.0,2.0,1.0,1.0
12025,41326.0,1.0,2.0,2.0,2.0,2.0,1.0
12026,41401.0,0.0,3.0,1.0,1.0,1.0,0.0
12027,41401.0,0.0,1.0,3.0,2.0,2.0,1.0
12028,41401.0,1.0,3.0,3.0,2.0,2.0,1.0
12029,41326.0,1.0,2.0,2.0,1.0,1.0,1.0
12030,41401.0,1.0,1.0,3.0,2.0,2.0,0.0
12031,41336.0,1.0,1.0,2.0,2.0,2.0,1.0
12032,41401.0,0.0,1.0,3.0,2.0,1.0,0.0
12033,41326.0,0.0,2.0,3.0,2.0,1.0,1.0
12034,41324.0,3.0,1.0,2.0,2.0,2.0,0.0
12035,41326.0,0.0,2.0,3.0,2.0,1.0,1.0
12036,41326.0,1.0,1.0,1.0,1.0,2.0,1.0
12037,41326.0,2.0,1.0,2.0,1.0,2.0,0.0
12038,41327.0,0.0,3.0,3.0,2.0,1.0,1.0
12039,41327.0,3.0,1.0,1.0,1.0,2.0,0.0
12040,41401.0,1.0,3.0,1.0,1.0,1.0,1.0
12041,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
12042,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12043,41327.0,1.0,3.0,2.0,1.0,1.0,1.0
12044,41330.0,1.0,3.0,1.0,2.0,2.0,1.0
12045,41401.0,0.0,1.0,2.0,1.0,1.0,1.0
12046,41401.0,1.0,1.0,2.0,1.0,2.0,1.0
12047,41326.0,3.0,3.0,2.0,2.0,2.0,1.0
12048,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12049,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
12050,41401.0,0.0,2.0,1.0,1.0,1.0,0.0
12051,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
12052,41326.0,0.0,1.0,3.0,1.0,1.0,0.0
12053,41326.0,0.0,1.0,3.0,1.0,1.0,1.0
12054,41401.0,3.0,1.0,2.0,1.0,2.0,1.0
12055,41401.0,0.0,2.0,3.0,1.0,1.0,1.0
12056,41327.0,3.0,2.0,2.0,2.0,2.0,0.0
12057,41401.0,3.0,3.0,1.0,2.0,1.0,1.0
12058,41326.0,0.0,3.0,3.0,2.0,1.0,1.0
12059,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
12060,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12061,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
12062,41326.0,1.0,1.0,1.0,2.0,2.0,0.0
12063,41330.0,1.0,3.0,1.0,1.0,2.0,1.0
12064,41326.0,1.0,1.0,1.0,2.0,2.0,1.0
12065,41326.0,2.0,2.0,2.0,2.0,2.0,0.0
12066,41401.0,0.0,2.0,3.0,2.0,1.0,1.0
12067,41326.0,0.0,2.0,2.0,1.0,3.0,1.0
12068,41326.0,3.0,2.0,1.0,1.0,2.0,1.0
12069,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
12070,41326.0,2.0,3.0,1.0,2.0,2.0,0.0
12071,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
12072,41401.0,3.0,1.0,1.0,2.0,2.0,1.0
12073,41332.0,0.0,3.0,3.0,1.0,1.0,1.0
12074,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
12075,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
12076,41326.0,1.0,3.0,2.0,1.0,2.0,1.0
12077,41401.0,2.0,1.0,1.0,1.0,3.0,0.0
12078,41327.0,0.0,2.0,2.0,1.0,2.0,1.0
12079,41327.0,0.0,1.0,2.0,1.0,2.0,1.0
12080,41401.0,1.0,3.0,3.0,1.0,1.0,1.0
12081,41336.0,3.0,3.0,2.0,2.0,2.0,0.0
12082,41401.0,0.0,2.0,1.0,2.0,3.0,1.0
12083,41326.0,2.0,3.0,2.0,3.0,2.0,1.0
12084,41401.0,2.0,2.0,2.0,1.0,1.0,1.0
12085,41326.0,0.0,2.0,3.0,2.0,2.0,0.0
12086,41326.0,2.0,1.0,3.0,2.0,2.0,1.0
12087,41336.0,0.0,2.0,2.0,1.0,1.0,1.0
12088,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12089,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12090,41327.0,2.0,3.0,2.0,1.0,1.0,1.0
12091,41401.0,3.0,2.0,1.0,1.0,2.0,1.0
12092,41401.0,3.0,2.0,1.0,1.0,2.0,1.0
12093,41326.0,0.0,2.0,1.0,1.0,3.0,1.0
12094,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
12095,41401.0,0.0,2.0,3.0,1.0,2.0,1.0
12096,41326.0,2.0,1.0,1.0,2.0,3.0,1.0
12097,41325.0,1.0,1.0,1.0,2.0,3.0,1.0
12098,41330.0,0.0,3.0,2.0,1.0,2.0,1.0
12099,41326.0,1.0,3.0,2.0,2.0,2.0,1.0
12100,41326.0,2.0,3.0,2.0,1.0,1.0,1.0
12101,41327.0,0.0,2.0,1.0,2.0,2.0,1.0
12102,41401.0,2.0,2.0,2.0,2.0,2.0,1.0
12103,41401.0,0.0,2.0,3.0,2.0,2.0,1.0
12104,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
12105,41326.0,2.0,3.0,1.0,1.0,2.0,1.0
12106,41324.0,0.0,1.0,2.0,2.0,2.0,0.0
12107,41326.0,2.0,1.0,1.0,2.0,2.0,1.0
12108,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
12109,41336.0,0.0,1.0,2.0,1.0,3.0,1.0
12110,41401.0,0.0,3.0,1.0,2.0,2.0,1.0
12111,41401.0,0.0,2.0,1.0,1.0,1.0,1.0
12112,41326.0,1.0,1.0,2.0,1.0,2.0,1.0
12113,41324.0,2.0,2.0,2.0,1.0,2.0,0.0
12114,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
12115,41326.0,3.0,3.0,2.0,2.0,1.0,1.0
12116,41326.0,1.0,3.0,2.0,1.0,1.0,1.0
12117,41326.0,0.0,2.0,3.0,2.0,3.0,1.0
12118,41336.0,3.0,1.0,1.0,2.0,2.0,1.0
12119,41326.0,0.0,2.0,2.0,1.0,1.0,1.0
12120,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
12121,41336.0,2.0,3.0,3.0,1.0,2.0,0.0
12122,41330.0,2.0,1.0,2.0,2.0,1.0,1.0
12123,41401.0,2.0,2.0,1.0,1.0,2.0,1.0
12124,41327.0,0.0,2.0,2.0,1.0,3.0,1.0
12125,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12126,41327.0,3.0,2.0,2.0,3.0,1.0,1.0
12127,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
12128,41326.0,2.0,3.0,1.0,3.0,1.0,1.0
12129,41326.0,2.0,2.0,1.0,2.0,2.0,0.0
12130,41326.0,1.0,1.0,2.0,2.0,2.0,0.0
12131,41326.0,1.0,3.0,1.0,1.0,2.0,1.0
12132,41326.0,3.0,2.0,3.0,1.0,3.0,0.0
12133,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
12134,41326.0,0.0,1.0,3.0,1.0,2.0,1.0
12135,41326.0,3.0,1.0,2.0,2.0,1.0,1.0
12136,41326.0,0.0,1.0,1.0,1.0,1.0,1.0
12137,41326.0,1.0,2.0,2.0,1.0,2.0,1.0
12138,41401.0,0.0,2.0,3.0,2.0,2.0,0.0
12139,41326.0,2.0,2.0,1.0,2.0,1.0,1.0
12140,41326.0,0.0,2.0,3.0,1.0,1.0,1.0
12141,41326.0,0.0,1.0,3.0,3.0,2.0,1.0
12142,41326.0,2.0,1.0,2.0,2.0,1.0,0.0
12143,41401.0,2.0,2.0,2.0,3.0,2.0,1.0
12144,41332.0,2.0,3.0,2.0,1.0,2.0,0.0
12145,41401.0,3.0,2.0,2.0,1.0,2.0,0.0
12146,41326.0,1.0,2.0,2.0,2.0,2.0,1.0
12147,41401.0,1.0,2.0,1.0,1.0,1.0,1.0
12148,41326.0,2.0,2.0,1.0,2.0,2.0,1.0
12149,41326.0,3.0,2.0,1.0,1.0,2.0,1.0
12150,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
12151,41401.0,2.0,2.0,1.0,2.0,2.0,1.0
12152,41326.0,3.0,3.0,3.0,1.0,2.0,1.0
12153,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12154,41401.0,2.0,2.0,2.0,1.0,2.0,0.0
12155,41326.0,0.0,1.0,2.0,2.0,2.0,0.0
12156,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
12157,41336.0,1.0,2.0,2.0,1.0,1.0,0.0
12158,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
12159,41401.0,2.0,3.0,1.0,1.0,1.0,1.0
12160,41326.0,1.0,2.0,2.0,2.0,2.0,1.0
12161,41326.0,2.0,1.0,1.0,1.0,3.0,1.0
12162,41325.0,3.0,1.0,3.0,1.0,2.0,0.0
12163,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
12164,41401.0,3.0,2.0,1.0,1.0,3.0,0.0
12165,41326.0,0.0,1.0,2.0,2.0,1.0,1.0
12166,41326.0,1.0,2.0,1.0,2.0,2.0,1.0
12167,41336.0,0.0,2.0,2.0,1.0,2.0,1.0
12168,41326.0,1.0,1.0,2.0,1.0,2.0,0.0
12169,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
12170,41326.0,2.0,1.0,1.0,1.0,2.0,0.0
12171,41401.0,0.0,2.0,2.0,1.0,2.0,1.0
12172,41401.0,0.0,3.0,3.0,2.0,2.0,1.0
12173,41326.0,0.0,3.0,1.0,2.0,3.0,1.0
12174,41401.0,0.0,1.0,3.0,1.0,1.0,1.0
12175,41326.0,3.0,1.0,1.0,2.0,2.0,0.0
12176,41401.0,1.0,2.0,3.0,2.0,2.0,1.0
12177,41327.0,0.0,1.0,2.0,2.0,2.0,1.0
12178,41326.0,3.0,1.0,2.0,1.0,3.0,1.0
12179,41326.0,0.0,3.0,2.0,2.0,2.0,1.0
12180,41401.0,0.0,2.0,2.0,1.0,2.0,0.0
12181,41327.0,0.0,1.0,2.0,2.0,2.0,1.0
12182,41326.0,3.0,2.0,2.0,1.0,2.0,0.0
12183,41325.0,0.0,2.0,2.0,2.0,2.0,0.0
12184,41401.0,0.0,1.0,2.0,1.0,2.0,1.0
12185,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
12186,41401.0,2.0,2.0,2.0,1.0,2.0,1.0
12187,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
12188,41326.0,2.0,3.0,2.0,2.0,2.0,1.0
12189,41401.0,0.0,2.0,1.0,1.0,2.0,1.0
12190,41327.0,2.0,1.0,3.0,2.0,2.0,1.0
12191,41326.0,3.0,2.0,2.0,2.0,1.0,1.0
12192,41326.0,3.0,2.0,1.0,3.0,3.0,1.0
12193,41326.0,3.0,1.0,1.0,1.0,3.0,1.0
12194,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
12195,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
12196,41401.0,2.0,2.0,1.0,2.0,2.0,1.0
12197,41326.0,3.0,3.0,1.0,1.0,3.0,1.0
12198,41326.0,2.0,3.0,1.0,2.0,2.0,1.0
12199,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
12200,41401.0,2.0,3.0,3.0,1.0,2.0,1.0
12201,41326.0,2.0,3.0,2.0,2.0,2.0,1.0
12202,41326.0,3.0,2.0,2.0,2.0,1.0,0.0
12203,41326.0,1.0,2.0,3.0,2.0,2.0,0.0
12204,41327.0,2.0,2.0,2.0,2.0,2.0,0.0
12205,41326.0,0.0,2.0,1.0,1.0,2.0,0.0
12206,41401.0,1.0,1.0,2.0,1.0,2.0,0.0
12207,41401.0,2.0,3.0,1.0,1.0,2.0,0.0
12208,41361.0,0.0,1.0,1.0,2.0,1.0,0.0
12209,41326.0,3.0,3.0,2.0,3.0,2.0,1.0
12210,41401.0,3.0,1.0,2.0,1.0,1.0,0.0
12211,41326.0,0.0,1.0,2.0,1.0,1.0,1.0
12212,41401.0,2.0,2.0,2.0,2.0,2.0,1.0
12213,41401.0,3.0,3.0,1.0,3.0,2.0,1.0
12214,41401.0,3.0,3.0,2.0,1.0,2.0,0.0
12215,41326.0,0.0,1.0,2.0,2.0,2.0,1.0
12216,41332.0,0.0,1.0,3.0,1.0,2.0,0.0
12217,41401.0,1.0,2.0,2.0,1.0,2.0,0.0
12218,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
12219,41326.0,2.0,1.0,2.0,1.0,1.0,1.0
12220,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
12221,41401.0,2.0,1.0,2.0,2.0,2.0,1.0
12222,41401.0,1.0,2.0,1.0,1.0,2.0,1.0
12223,41326.0,0.0,2.0,1.0,1.0,1.0,0.0
12224,41401.0,2.0,1.0,1.0,1.0,1.0,1.0
12225,41401.0,0.0,2.0,1.0,2.0,2.0,1.0
12226,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12227,41401.0,1.0,1.0,2.0,1.0,1.0,0.0
12228,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12229,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
12230,41326.0,0.0,1.0,2.0,1.0,1.0,0.0
12231,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
12232,41326.0,0.0,1.0,1.0,1.0,1.0,0.0
12233,41326.0,0.0,3.0,2.0,1.0,2.0,1.0
12234,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
12235,41401.0,2.0,3.0,2.0,1.0,1.0,1.0
12236,41336.0,3.0,1.0,1.0,2.0,2.0,1.0
12237,41325.0,1.0,2.0,1.0,1.0,1.0,1.0
12238,41326.0,3.0,2.0,1.0,3.0,1.0,1.0
12239,41327.0,0.0,1.0,2.0,2.0,2.0,0.0
12240,41326.0,3.0,3.0,1.0,1.0,3.0,1.0
12241,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
12242,41326.0,0.0,3.0,3.0,1.0,1.0,1.0
12243,41401.0,3.0,3.0,2.0,2.0,1.0,0.0
12244,41326.0,0.0,2.0,1.0,1.0,2.0,1.0
12245,41326.0,1.0,2.0,2.0,2.0,2.0,1.0
12246,41330.0,3.0,1.0,1.0,2.0,2.0,1.0
12247,41327.0,0.0,3.0,2.0,2.0,2.0,1.0
12248,41401.0,2.0,1.0,2.0,2.0,2.0,1.0
12249,41326.0,0.0,1.0,2.0,2.0,1.0,1.0
12250,41326.0,0.0,2.0,2.0,3.0,2.0,1.0
12251,41326.0,1.0,2.0,1.0,2.0,2.0,1.0
12252,41327.0,2.0,3.0,1.0,1.0,2.0,1.0
12253,41401.0,0.0,3.0,1.0,2.0,2.0,1.0
12254,41326.0,1.0,1.0,1.0,1.0,2.0,1.0
12255,41326.0,1.0,1.0,1.0,2.0,2.0,1.0
12256,41326.0,0.0,1.0,1.0,1.0,2.0,1.0
12257,41326.0,2.0,2.0,2.0,2.0,2.0,1.0
12258,41326.0,0.0,1.0,1.0,2.0,2.0,1.0
12259,41326.0,0.0,1.0,3.0,1.0,2.0,1.0
12260,41326.0,3.0,1.0,1.0,2.0,1.0,1.0
12261,41326.0,3.0,2.0,1.0,1.0,1.0,1.0
12262,41326.0,3.0,2.0,2.0,1.0,3.0,1.0
12263,41326.0,0.0,2.0,3.0,2.0,2.0,1.0
12264,41326.0,0.0,3.0,3.0,1.0,2.0,0.0
12265,41336.0,3.0,2.0,2.0,2.0,2.0,1.0
12266,41326.0,2.0,2.0,2.0,1.0,2.0,0.0
12267,41401.0,3.0,3.0,1.0,3.0,2.0,1.0
12268,41324.0,1.0,1.0,2.0,1.0,1.0,1.0
12269,41327.0,2.0,3.0,2.0,1.0,2.0,1.0
12270,41326.0,0.0,2.0,3.0,2.0,3.0,1.0
12271,41401.0,3.0,2.0,2.0,2.0,3.0,1.0
12272,41326.0,0.0,1.0,2.0,1.0,2.0,1.0
12273,41327.0,0.0,1.0,2.0,1.0,2.0,1.0
12274,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
12275,41401.0,0.0,1.0,1.0,2.0,1.0,0.0
12276,41330.0,3.0,2.0,1.0,2.0,2.0,0.0
12277,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
12278,41326.0,2.0,1.0,2.0,2.0,2.0,1.0
12279,41327.0,0.0,1.0,2.0,1.0,2.0,1.0
12280,41330.0,2.0,1.0,1.0,1.0,1.0,0.0
12281,41327.0,0.0,1.0,2.0,2.0,2.0,1.0
12282,41326.0,2.0,1.0,2.0,2.0,1.0,0.0
12283,41330.0,2.0,2.0,1.0,1.0,2.0,0.0
12284,41326.0,0.0,2.0,2.0,2.0,2.0,1.0
12285,41326.0,2.0,3.0,2.0,3.0,2.0,1.0
12286,41401.0,2.0,3.0,1.0,1.0,2.0,1.0
12287,41401.0,2.0,2.0,1.0,1.0,2.0,0.0
12288,41326.0,0.0,2.0,1.0,1.0,1.0,1.0
12289,41401.0,2.0,2.0,2.0,1.0,2.0,0.0
12290,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
12291,41326.0,0.0,3.0,1.0,1.0,1.0,1.0
12292,41401.0,1.0,1.0,2.0,1.0,2.0,0.0
12293,41401.0,2.0,3.0,2.0,1.0,2.0,1.0
12294,41326.0,1.0,1.0,1.0,1.0,1.0,1.0
12295,41401.0,0.0,3.0,1.0,1.0,2.0,1.0
12296,41401.0,2.0,3.0,1.0,3.0,2.0,1.0
12297,41326.0,3.0,3.0,2.0,1.0,2.0,0.0
12298,41401.0,0.0,2.0,2.0,2.0,1.0,1.0
12299,41326.0,0.0,2.0,1.0,2.0,2.0,1.0
12300,41326.0,3.0,3.0,1.0,3.0,3.0,0.0
12301,41335.0,2.0,3.0,2.0,2.0,1.0,0.0
12302,41401.0,1.0,2.0,2.0,2.0,2.0,1.0
12303,41401.0,0.0,2.0,3.0,1.0,2.0,1.0
12304,41326.0,1.0,1.0,1.0,3.0,2.0,1.0
12305,41327.0,0.0,1.0,1.0,2.0,2.0,1.0
12306,41326.0,3.0,1.0,2.0,3.0,2.0,1.0
12307,41330.0,0.0,2.0,2.0,1.0,2.0,1.0
12308,41326.0,0.0,2.0,2.0,1.0,2.0,1.0
12309,41401.0,2.0,2.0,2.0,2.0,1.0,1.0
12310,41326.0,0.0,1.0,1.0,2.0,1.0,1.0
12311,41326.0,0.0,2.0,1.0,1.0,2.0,0.0
12312,41327.0,0.0,2.0,3.0,1.0,2.0,1.0
12313,41326.0,2.0,1.0,2.0,2.0,2.0,0.0
12314,41401.0,1.0,1.0,1.0,2.0,2.0,1.0
12315,41330.0,0.0,2.0,2.0,1.0,2.0,1.0
12316,41326.0,0.0,3.0,2.0,2.0,2.0,1.0
12317,41326.0,0.0,1.0,1.0,2.0,2.0,0.0
12318,41332.0,2.0,3.0,1.0,2.0,1.0,0.0
12319,41326.0,2.0,3.0,2.0,1.0,2.0,1.0
12320,41326.0,3.0,3.0,2.0,2.0,3.0,1.0
12321,41326.0,2.0,2.0,2.0,1.0,2.0,1.0
12322,41325.0,3.0,3.0,2.0,1.0,2.0,0.0
12323,41401.0,0.0,1.0,3.0,1.0,2.0,1.0
12324,41330.0,1.0,2.0,2.0,1.0,2.0,1.0
12325,41327.0,0.0,2.0,2.0,1.0,2.0,0.0
12326,41401.0,2.0,1.0,2.0,1.0,2.0,0.0
12327,41401.0,0.0,1.0,1.0,1.0,1.0,1.0
12328,41326.0,0.0,1.0,1.0,1.0,1.0,1.0
12329,41326.0,1.0,3.0,1.0,2.0,3.0,1.0
12330,41401.0,0.0,3.0,3.0,1.0,2.0,1.0
12331,41326.0,0.0,3.0,3.0,2.0,1.0,1.0
12332,41401.0,0.0,2.0,2.0,1.0,2.0,0.0
12333,41326.0,3.0,2.0,2.0,1.0,2.0,1.0
12334,41401.0,1.0,2.0,1.0,1.0,1.0,1.0
12335,41327.0,1.0,1.0,2.0,1.0,2.0,0.0
12336,41326.0,0.0,2.0,1.0,2.0,1.0,1.0
12337,41326.0,3.0,2.0,3.0,2.0,2.0,0.0
12338,41330.0,2.0,2.0,2.0,2.0,2.0,1.0
12339,41326.0,0.0,3.0,1.0,1.0,2.0,1.0
12340,41326.0,2.0,3.0,2.0,3.0,1.0,1.0
12341,41326.0,2.0,2.0,3.0,2.0,2.0,1.0
12342,41326.0,2.0,2.0,1.0,1.0,2.0,1.0
12343,41327.0,2.0,2.0,2.0,1.0,2.0,0.0
12344,41326.0,1.0,1.0,2.0,1.0,1.0,1.0
