,Type,AgeGroup,PureBreed,Gender,HasPrincipalColors,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,SimpleQuantity,FreeAdoption,State,HasVideo,HasPhoto,DescriptionPartial,Adoption
5566,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5567,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,1.0,1.0,0.0
5568,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,3.0,1.0
5569,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5570,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,1.0
5571,2.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,0.0,0.0,3.0,1.0
5572,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5573,2.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,41330.0,1.0,0.0,1.0,1.0
5574,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41345.0,1.0,0.0,2.0,1.0
5575,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5576,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41330.0,1.0,0.0,2.0,1.0
5577,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5578,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,41330.0,1.0,0.0,2.0,0.0
5579,2.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,41336.0,1.0,0.0,1.0,1.0
5580,2.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41327.0,1.0,0.0,1.0,1.0
5581,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,1.0,1.0,0.0
5582,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,41326.0,1.0,0.0,3.0,1.0
5583,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5584,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5585,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,0.0
5586,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
5587,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41330.0,1.0,0.0,2.0,0.0
5588,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5589,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,1.0,1.0
5590,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5591,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5592,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5593,2.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
5594,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,1.0
5595,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,0.0
5596,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5597,1.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,41324.0,1.0,0.0,3.0,0.0
5598,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,41327.0,1.0,0.0,1.0,0.0
5599,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41336.0,1.0,0.0,3.0,1.0
5600,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5601,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,0.0
5602,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5603,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5604,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5605,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,41327.0,1.0,0.0,2.0,0.0
5606,2.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5607,2.0,3.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,41324.0,1.0,0.0,2.0,1.0
5608,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,41326.0,1.0,0.0,1.0,0.0
5609,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5610,1.0,3.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5611,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5612,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5613,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5614,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5615,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,1.0,0.0
5616,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5617,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5618,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,41326.0,1.0,0.0,1.0,0.0
5619,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5620,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5621,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5622,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
5623,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5624,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5625,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5626,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5627,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,41332.0,1.0,0.0,3.0,1.0
5628,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5629,1.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5630,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41330.0,0.0,0.0,2.0,1.0
5631,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,1.0,0.0
5632,2.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
5633,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5634,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5635,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,3.0,1.0
5636,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,41327.0,1.0,0.0,1.0,1.0
5637,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41330.0,1.0,0.0,2.0,1.0
5638,1.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5639,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,1.0
5640,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41336.0,1.0,0.0,2.0,1.0
5641,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5642,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41327.0,1.0,0.0,2.0,1.0
5643,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,41401.0,1.0,0.0,3.0,1.0
5644,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5645,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5646,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,41326.0,1.0,0.0,2.0,0.0
5647,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,0.0
5648,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5649,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5650,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,41324.0,1.0,0.0,1.0,0.0
5651,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,1.0
5652,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5653,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5654,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5655,1.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5656,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,41401.0,1.0,0.0,2.0,0.0
5657,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
5658,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5659,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5660,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,3.0,1.0
5661,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,0.0
5662,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5663,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5664,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41327.0,1.0,0.0,2.0,1.0
5665,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,41401.0,1.0,0.0,1.0,1.0
5666,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
5667,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,2.0,0.0
5668,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5669,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5670,2.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5671,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,41327.0,0.0,0.0,3.0,0.0
5672,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5673,1.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5674,1.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,41330.0,1.0,0.0,2.0,1.0
5675,2.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5676,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5677,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,41330.0,1.0,0.0,2.0,0.0
5678,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5679,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5680,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,0.0,0.0,3.0,1.0
5681,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5682,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5683,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5684,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,3.0,1.0
5685,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5686,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41330.0,1.0,0.0,2.0,1.0
5687,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5688,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,41326.0,1.0,0.0,3.0,0.0
5689,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5690,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5691,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5692,2.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5693,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5694,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,3.0,1.0
5695,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5696,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,0.0
5697,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5698,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5699,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,1.0,1.0
5700,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,0.0
5701,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5702,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,1.0
5703,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41325.0,1.0,0.0,1.0,1.0
5704,2.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,41326.0,1.0,0.0,1.0,0.0
5705,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41335.0,1.0,0.0,3.0,1.0
5706,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,41336.0,1.0,0.0,1.0,1.0
5707,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5708,2.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5709,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,41401.0,1.0,1.0,1.0,0.0
5710,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
5711,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5712,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41336.0,1.0,0.0,2.0,1.0
5713,1.0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,41335.0,1.0,0.0,2.0,0.0
5714,2.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5715,2.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41330.0,1.0,0.0,1.0,0.0
5716,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
5717,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5718,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,41326.0,0.0,0.0,3.0,1.0
5719,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,3.0,1.0
5720,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5721,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,41336.0,1.0,0.0,3.0,1.0
5722,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5723,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,0.0
5724,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5725,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,41401.0,1.0,0.0,1.0,1.0
5726,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,1.0
5727,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5728,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,41401.0,1.0,0.0,3.0,1.0
5729,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5730,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,2.0,1.0
5731,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,41332.0,0.0,0.0,1.0,1.0
5732,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,41326.0,1.0,0.0,2.0,0.0
5733,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,0.0
5734,2.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,41326.0,0.0,0.0,2.0,1.0
5735,2.0,3.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5736,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5737,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,2.0,1.0
5738,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,41326.0,1.0,0.0,2.0,1.0
5739,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,41326.0,1.0,0.0,1.0,1.0
5740,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,41401.0,1.0,0.0,3.0,0.0
5741,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5742,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,2.0,1.0
5743,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,41326.0,1.0,1.0,3.0,0.0
5744,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,41326.0,1.0,0.0,1.0,1.0
5745,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,1.0
5746,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,41401.0,1.0,0.0,1.0,0.0
5747,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,41401.0,1.0,0.0,3.0,1.0
